EarthquakeDepth,M,Rrup,Rjb,lnPGA,lnPGV,lnVs30,Residual
2.52,4.1,97.6,97.69,-7.069009349927336,-2.7171023232156513,6.035481432524756,0.464634222206262
1.1,4.6,181.5,181.63,-7.503605763259722,-3.290889495449386,5.683579767338681,0.258616256396359
14.48,3.9,42.38,40.02,-7.619794923562548,-3.6231489062226374,5.883322388488279,-1.84105692475407
5.57,3.8,304.47,304.56,-13.327529434101438,-8.977135288071155,6.035481432524756,-2.37995314605593
3.14,3.9,105.64,105.72,-7.224091700683077,-3.7263157283258166,6.035481432524756,0.864642555983806
4.97,3.8,235.13,235.2,-9.858891447339714,-6.411909271550621,6.568077911411976,0.544221080563448
4.69,4.0,33.54,33.31,-4.77429403295041,-1.1748793206842885,6.319958614030018,1.17058755944205
9.91,4.1,102.39,102.07,-6.945978798298501,-3.177094378768851,6.532334292222349,0.509922166559145
1.27,3.7,207.25,207.34,-10.256157925483274,-6.157385633855757,6.556778356158042,0.199373143223404
4.98,3.6,103.39,103.37,-6.2226363890786,-3.3361867688523956,6.077642243349034,2.38732411521022
4.7,4.4,6.74,5.32,-3.5845758728144954,-0.7183699776732956,6.063785208687608,-0.759870612007487
5.15,3.7,173.75,173.79,-9.295706916989362,-5.561579748202056,6.263398262591624,0.34322099295867
5.8,3.7,138.03,138.02,-10.433497490793066,-6.739215168233632,6.556778356158042,-1.2421874486696
4.05,3.6,178.78,178.85,-10.524359132996818,-6.809456569285179,6.1675164908883415,-0.582090325371507
1.5,3.6,207.61,207.7,-11.391011595191431,-7.121203767169727,5.950642552587727,-1.01279203171608
8.8,3.5,118.11,117.87,-9.157191719829799,-5.572714186735039,6.532334292222349,-0.0530924215765225
7.99,3.6,86.62,86.34,-7.3365949613000065,-3.5409409097068587,5.916202062607435,0.686336980715513
10.71,3.8,240.35,240.24,-11.47475366712093,-6.765692854311868,6.059123195581797,-1.56103547862609
3.04,3.6,273.42,273.51,-11.46584647831602,-7.291639048521706,6.186208623900494,-0.237760232543597
3.14,3.9,130.62,130.71,-7.746283508568564,-4.416731212136758,6.054439346269371,0.800981526792349
11.7,5.0,267.15,267.29,-8.311696758577407,-4.0041474500796195,6.2166061010848646,-0.63573319949155
3.96,3.6,137.57,137.62,-9.3913650101328,-5.8966282250110345,6.126869184114185,-0.0930314694393655
1.71,3.7,238.17,238.26,-10.223842800392251,-6.537155428144066,6.137727054086234,0.409939875254253
6.77,3.6,287.26,287.29,-10.508770020301029,-6.6851565960817645,6.559615237493242,0.852084022146542
10.3,3.5,276.17,276.09,-12.403483076989009,-8.191914440187551,6.091309882077698,-1.37136529581763
15.5,5.4,61.83,60.02,-8.204191678481498,-3.2963737170830854,6.2324480165505225,-4.51406401743849
-0.01,3.9,158.53,158.54,-10.084972859084806,-6.203660740013747,6.192362489474872,-0.852560306885838
1.25,4.6,214.86,214.99,-6.8432129766017145,-3.111747954402358,6.455198563340122,1.72774242135548
12.5,4.9,293.91,294.02,-9.80583352169794,-4.93232546853449,6.565264970035361,-1.48071143259227
12.29,3.9,99.51,98.88,-8.47495271541669,-4.675556020054245,6.028278520230698,-1.0128736695518
9.71,4.5,244.78,244.84,-7.3417716169534195,-3.228648320534983,6.113682179832232,1.19994316729603
2.69,3.6,328.22,328.32,-12.771341150006501,-8.185612362534206,6.565264970035361,-0.719068504806994
-0.17,3.6,200.3,200.26,-12.035027445206216,-8.04227173701994,6.324358962381311,-1.48752097480772
10.8,4.2,74.84,74.23,-7.339684159132963,-3.6758423674446123,6.035481432524756,-0.977624192897722
16.47,3.7,107.27,106.11,-6.810874242710034,-3.074067679496911,6.57507584059962,1.26022535878375
14.94,4.3,182.0,181.59,-8.886496322037184,-5.635188282631346,6.495265555937008,-0.851080094516222
2.14,3.7,303.35,303.45,-12.55972843741296,-8.120754633644548,5.968707559985366,-1.25222593744299
7.93,4.1,89.33,89.14,-7.47940136665704,-4.439653035649788,6.556778356158042,-0.170573217894012
4.23,4.3,67.77,67.78,-5.627690449894336,-1.8593577065266615,5.82600010738045,0.605563061574514
15.5,5.4,63.53,61.77,-2.097969081445747,1.558127649481532,6.0112671744041615,1.53726157849615
13.82,4.7,26.6,23.44,-4.593787317350881,-0.35748398541025633,6.319958614030018,-0.990465070506427
0.19,3.7,213.8,213.84,-9.803934513674422,-5.657904117112564,5.82600010738045,0.45426560509326
12.83,4.1,79.7,78.82,-7.5071430633995755,-3.1764036965678706,6.018593214496234,-0.934529542185243
10.3,3.9,40.12,38.83,-6.265808502387349,-2.3805226671834077,6.331501849893691,-0.133784676102406
6.4,4.3,303.94,304.1,-10.87821969741237,-5.559553151987567,6.013715156042802,-1.06956736063217
7.64,4.2,20.8,19.55,-4.757305692641408,-1.6945675700595313,6.248042874508429,-0.133271212198091
1.47,3.9,195.36,195.46,-8.111365382425324,-4.277195595163815,6.111467339502679,1.53235511131112
8.26,5.0,169.56,169.67,-6.261096219327632,-2.083864910366296,6.565264970035361,0.487544331978049
2.81,4.6,101.84,101.95,-8.104261130516925,-4.375779945923045,6.565264970035361,-1.32976162175574
4.58,3.9,246.66,246.76,-11.857908356695248,-7.849588972390869,6.505784060128229,-1.53416130503095
6.98,4.4,204.75,204.86,-9.172805309503303,-5.247660583690977,5.8916442118257715,-0.885033476110408
8.09,3.6,116.5,116.32,-11.63782915491841,-7.921934842527416,6.556778356158042,-2.72763993820871
4.34,3.9,232.36,232.47,-9.290378067162282,-5.2897903848094545,6.082218910376446,0.668627305643001
10.0,4.3,152.58,152.45,-7.696521048899744,-4.0868305433028045,6.102558594613569,-0.0097693721598011
2.61,4.1,174.09,174.22,-9.031487574377246,-5.261382359786332,5.958424693029782,-0.252829510589017
4.54,3.5,148.41,148.45,-9.958231530532364,-6.126621946679879,6.565264970035361,-0.0959059191163636
6.63,3.8,187.39,187.4,-9.839649238986683,-5.867334231454161,6.57507584059962,-0.156774877015215
10.19,3.8,197.31,197.16,-6.263340306771095,-2.238792318606472,5.683579767338681,2.94180513109324
4.6,4.0,224.18,224.3,-10.258843994651969,-5.650762668048987,6.672032945461067,-0.356806411917594
5.83,4.2,245.0,245.13,-9.361359839170383,-5.676493907643816,6.565264970035361,0.254847076891073
12.01,3.6,246.78,246.6,-13.078754182737638,-8.18977182635444,5.918893854273146,-2.79176668869124
3.1,3.8,68.73,68.77,-8.21407555016725,-4.550745828498548,6.1675164908883415,-0.657780018072812
10.06,3.6,132.34,132.07,-9.631951386541004,-6.366897062318501,6.539585955617669,-0.562092252181655
3.56,4.5,274.5,274.68,-11.00867567468344,-6.417387109264573,6.54965074223381,-1.56422196674387
25.98,3.5,279.48,278.35,-11.783382464460841,-8.165035439645141,6.565264970035361,-1.02303331820057
4.58,3.9,304.04,304.15,-10.045292390201618,-5.248359883959932,5.438079308923196,0.455675929226786
0.65,3.5,83.49,83.54,-8.446855424706431,-5.076971029255889,6.3578422665081,0.333295951799952
12.79,3.6,311.86,311.71,-8.863863491973925,-5.044362485111572,5.991464547107982,2.18043948901289
5.95,3.6,221.36,221.4,-10.817905489186533,-6.118502235257847,5.948034989180646,-0.505138204032699
5.45,4.0,307.45,307.57,-9.335657650141744,-5.394478834595399,6.470799503782602,1.42612966869973
9.62,4.0,97.84,97.52,-6.813941399895773,-3.046172395154865,5.8805329864007,0.476741892809837
3.98,4.6,204.2,204.38,-8.051803157201991,-3.672690642910007,5.916202062607435,-0.025599166119278
1.93,3.5,325.98,326.08,-9.730518679388684,-4.84610920404361,6.565264970035361,2.5541304185359
3.07,4.6,240.89,241.08,-8.883817971208261,-4.561455451477463,6.319958614030018,-0.143748870553898
15.22,4.1,50.25,48.09,-6.817623758041518,-2.942778693204272,6.363028103540465,-1.01297248438068
0.84,5.4,228.1,228.28,-7.626558724796573,-3.2130337480789435,6.436150368369428,-0.329061035339984
10.83,3.8,133.88,133.57,-10.54850192779679,-6.458765591627972,6.056784013228625,-2.15285573134437
10.06,3.6,75.74,75.16,-7.957577403480815,-4.374058465024705,5.594711379601839,-0.448222350984281
11.14,4.0,55.01,54.02,-5.4776765714422915,-2.294015318630994,6.436150368369428,0.950011194727926
13.14,3.6,60.24,58.89,-9.30500324532854,-5.050563875329041,6.226536669287466,-2.07103485299782
10.64,3.9,110.28,109.9,-9.978991834461386,-5.826955121961739,6.799055862058796,-1.85594257667282
10.94,4.7,35.83,34.37,-9.495496503970001,-4.9951635019311365,6.324358962381311,-5.29290825311614
6.43,3.9,112.38,112.33,-7.306793449171668,-3.5150210422492134,5.429345628954441,0.443618284049893
3.96,3.5,283.8,283.87,-10.907640459589707,-6.901488456597435,6.548219102762372,0.777500626409985
6.64,4.2,28.76,28.11,-8.344823911310677,-4.0527799251291174,6.137727054086234,-3.25051815970911
10.75,3.6,105.01,104.55,-13.138909055322959,-9.027752100753684,6.1903154058531475,-4.76192242471327
4.42,4.2,125.27,125.37,-6.105655536892651,-1.8715456797997858,5.69035945432406,1.46257337760486
4.85,3.6,50.06,49.91,-7.609669013735399,-4.031399340962923,5.683579767338681,-0.48302442652298
8.85,4.2,59.56,59.03,-4.174446186631194,-0.44003540403309893,6.453624998892692,2.09066501206365
4.77,3.7,263.12,263.19,-11.401594845897328,-6.889013410169793,6.102558594613569,-0.646354553419995
10.54,4.2,242.91,242.88,-11.376013405744041,-7.2205755789625465,5.863631175598097,-2.37449590312721
11.35,4.1,136.55,136.25,-9.62016885075554,-5.950547811475808,6.621405651764134,-1.58970555182958
8.02,3.6,50.14,49.58,-6.408216694866582,-2.7750653064443336,5.808142489980444,0.605166592271068
7.07,4.0,49.65,49.27,-4.939102137866423,-1.8279721031914107,5.402677381872279,1.06063211365062
-0.97,4.0,264.92,264.4,-10.666471360444907,-6.859090837001123,5.786897381366708,-0.368480340083019
8.09,4.0,289.82,289.86,-10.697512688234529,-6.639259236961459,6.248042874508429,-0.387620743247229
4.6,4.0,250.96,251.08,-12.003096096048482,-8.038180298982638,6.249975242259483,-1.96315096797281
8.89,3.7,255.57,255.53,-8.443878744734878,-4.823089967476462,6.502790045915623,2.18149331407249
3.07,4.6,128.68,128.82,-9.069345971997695,-4.994961502251776,6.052089168924417,-2.05961278529182
22.14,4.9,324.12,323.74,-8.271478456639842,-3.4838605096400435,6.035481432524756,-0.265862319020105
2.02,3.7,297.17,297.28,-10.825926395371589,-7.100798123940489,6.1070228877422545,0.482520994111189
7.96,4.0,35.92,35.16,-7.280603159806225,-3.8447502725316647,5.8805329864007,-1.61639520755408
13.91,4.4,209.47,209.24,-8.95551824730609,-5.260840153176804,6.0867747269123065,-0.894259655609163
2.56,4.5,328.32,328.5,-6.8562825256982975,-2.5924331895833173,5.966146739123692,2.9840337945667
3.57,3.5,73.33,73.33,-8.591604825055057,-4.8796026764361775,6.595780513961311,-0.0983161505386807
4.99,3.8,13.37,12.55,-4.675645183853343,-0.8470154469363033,6.597145701886651,0.502058744833288
8.12,3.5,211.16,211.11,-10.622032421193772,-7.115310191941921,6.126869184114185,-0.262568023209523
6.2,4.0,267.0,267.09,-11.4283761580559,-7.101338863006937,6.642486801367256,-1.09771131077192
6.79,4.7,272.85,273.06,-9.473143039528264,-4.842146393888782,6.597145701886651,-0.634343328748518
12.79,3.8,216.2,215.94,-8.86031531963709,-5.407142856078172,6.565264970035361,0.868379306622149
4.1,3.7,86.07,86.08,-9.176432786985368,-5.888625110701538,6.495265555937008,-0.895017584106174
15.05,4.0,234.4,234.07,-10.648975860479448,-6.372545538986372,6.565264970035361,-1.2416142887911
8.17,3.5,297.94,297.93,-8.937787191257897,-5.164183492951628,6.2422232654551655,2.53560625599233
9.96,3.6,166.08,165.89,-9.107642187178149,-5.3666230813241045,5.429345628954441,-0.0223606241782139
4.91,3.6,244.05,244.11,-7.221344967508842,-4.136426412527479,6.104793232414985,3.50970807528235
6.5,4.3,209.08,209.19,-9.88777929574699,-4.945480998524182,6.028278520230698,-1.23628917579873
2.61,3.8,187.4,187.51,-8.911318142847527,-5.012193742846906,6.309918278226516,0.868179617672556
5.86,3.6,293.42,293.47,-12.682567988426868,-8.228640922695078,6.340359303727752,-1.30338879196638
7.83,3.6,59.41,58.97,-9.51000583935605,-5.4253543961314294,6.091309882077698,-2.07111064261438
10.0,4.8,310.47,310.66,-12.691376114692067,-6.679765091605983,6.520621127558696,-3.84544424157636
11.14,4.0,157.54,157.29,-8.61057726735013,-4.694498813001683,5.996452088619021,-0.31391485431887
13.44,4.6,320.85,320.87,-10.055125029770995,-6.004283520183676,5.966146739123692,-1.1116119920799
12.19,4.7,297.48,297.56,-9.683677727918882,-5.401483070346298,5.950642552587727,-1.15845723750328
10.7,4.1,253.37,253.32,-10.677280219070619,-6.616188212900423,6.115892125483034,-1.22173924273832
4.56,3.6,178.48,178.53,-10.003260772906165,-5.944774987664634,6.091309882077698,-0.129149689579089
5.0,4.2,321.45,321.62,-13.210857270960604,-8.844555202449158,6.432940092739179,-2.71551379994227
18.21,3.6,114.08,112.68,-8.709565084063694,-5.504112279527633,6.263398262591624,-0.537923278039308
3.75,3.7,137.69,137.75,-9.161288908615024,-6.172082084567888,6.520621127558696,0.120194153533989
12.02,3.7,99.71,99.1,-9.113553555663641,-5.9043056443341495,6.495265555937008,-0.982544919301764
3.58,3.5,137.85,137.9,-8.618678171119,-5.3869557900967,5.863631175598097,0.796862196764536
4.75,3.6,180.09,180.13,-9.241971100475281,-5.129440553295143,6.5638555265321274,0.866777735526142
6.7,4.3,152.1,152.16,-7.212240483317567,-2.8753669748105772,5.429345628954441,0.332586163061335
20.61,4.2,160.64,159.51,-11.45134891990594,-6.673498983569977,6.597145701886651,-3.74344441132907
9.99,4.5,42.3,41.29,-4.357073607213918,-0.7427415189908401,6.319958614030018,0.580013857780474
-1.32,4.4,301.34,300.63,-9.849078707520626,-5.41273977294996,6.035481432524756,0.149359065778469
27.04,6.2,255.64,254.7,-8.274247012805848,-2.6200393237794968,6.218600119691729,-3.00560953645592
3.84,3.8,117.87,117.93,-7.435976126167809,-4.66055762892315,5.961005339623274,1.02194884172359
11.86,4.3,98.53,97.98,-7.914720315454537,-4.112424442699093,5.8916442118257715,-1.37375107459487
11.7,5.0,285.02,285.19,-8.609383921766169,-3.956927017975859,6.5638555265321274,-0.55935604485949
10.5,6.4,206.55,206.24,-4.435520833486223,0.5688786406626042,6.100318952020064,0.460807595198147
5.32,4.6,290.73,290.95,-11.295847150071657,-6.689928798267713,6.363028103540465,-2.0614170962394
4.17,3.6,265.59,265.67,-7.737853979855598,-4.387094896642729,6.267200548541362,3.37283580942841
1.8,3.5,227.1,227.19,-12.367806424515768,-8.923180535866065,6.436150368369428,-1.30810791411238
16.18,3.7,271.4,271.04,-11.603944863357396,-7.226584080430754,6.429719478039138,-1.22349086936749
4.87,4.9,200.35,200.55,-7.871708037861818,-3.1115814702827964,5.683579767338681,-0.701387392050886
1.93,3.5,21.11,21.07,-7.559760516210908,-4.147745338949216,6.565264970035361,-0.948281257849335
1.11,4.0,319.17,319.28,-9.94563484153795,-5.73922431196298,6.023447592961033,0.976546409247876
4.8,5.3,222.21,222.45,-7.855445299253886,-3.184032080528795,6.115892125483034,-0.850747425494561
3.88,3.6,115.76,115.79,-10.680926625782908,-6.625598040357064,6.45833828334479,-1.59887956931476
0.08,4.7,273.05,273.11,-9.968089094326125,-5.619369959283836,5.863631175598097,-1.10254310948192
8.38,4.3,139.08,139.02,-6.649376329960513,-2.377370462221676,6.133398042996649,0.926027550105425
7.24,3.7,175.68,175.65,-6.655066207067981,-3.6913125316479567,6.267200548541362,2.89863817812017
1.88,3.9,8.33,8.06,-5.23360700392606,-1.1408049408605627,6.159095388491933,-0.934872134173251
3.7,3.6,73.77,73.77,-11.21282087251989,-7.31722840848784,6.12029741895095,-3.15470506786499
0.7,3.8,301.64,301.71,-10.078391972423947,-6.003221429192618,6.3578422665081,1.25629136889066
10.75,4.0,74.04,73.41,-7.2975821689215925,-3.396010397354586,6.137727054086234,-0.473868277503005
8.96,3.9,251.46,251.44,-11.078440793834988,-7.27875289009189,6.102558594613569,-1.12603455200249
0.84,4.2,259.3,259.4,-9.21328265625244,-5.4256169941609045,6.432940092739179,0.790255004496554
12.77,3.6,134.78,134.27,-11.314684382264625,-7.01793496599272,5.948034989180646,-2.63103532597115
7.97,5.7,233.11,233.32,-7.756991633702669,-2.748097589457298,6.251903883165888,-1.32299952165101
14.48,3.9,129.7,129.03,-10.49386094814327,-6.35048074392729,6.53813982376767,-2.35863404332305
5.91,3.8,234.12,234.18,-8.94362367004456,-4.962695634360347,6.525029657843462,1.37481186686931
14.48,3.9,206.88,206.51,-9.524115924107946,-5.360206578872101,6.148468295917647,-0.42276626040513
9.21,3.7,275.33,275.29,-12.795642134719493,-8.126503436549228,6.113682179832232,-2.13379801897142
9.82,3.6,174.33,174.16,-7.164860957082525,-3.60577506279614,5.69035945432406,2.17176558883626
5.94,4.0,235.24,235.33,-13.044404408437925,-8.239392832671834,6.07073772800249,-3.3578042500053
9.04,3.5,277.11,277.06,-10.082982850963488,-6.3641006525155355,5.978885764901122,0.976684679434364
9.05,4.1,289.97,290.01,-11.712670484558076,-7.26814669187272,6.45833828334479,-1.57041088639209
3.32,4.5,203.42,203.59,-6.658606338122026,-2.7401574824096655,5.683579767338681,1.49951992151183
13.59,3.6,250.83,250.58,-10.20524458751792,-6.226188341360682,6.035481432524756,0.099488205203448
-0.65,4.1,61.96,61.62,-7.921109955106871,-3.601822841480787,6.148468295917647,-0.994017297145414
5.91,3.8,164.45,164.48,-9.127158627008605,-4.2581820076389025,6.102558594613569,0.0420954129869262
3.68,3.6,162.22,162.29,-9.834543338232917,-6.140680635416409,6.148468295917647,-0.123669527503919
4.42,4.2,123.52,123.61,-7.462154666024688,-3.1563930246527194,6.035481432524756,0.237583319078618
7.97,3.5,189.35,189.28,-10.077840939680906,-6.336775732396399,6.520621127558696,0.179308878462516
12.11,3.8,77.09,76.28,-3.8488355997611414,-0.5983182801883528,6.113682179832232,3.39277848471884
5.0,3.7,224.27,224.34,-9.50515899580749,-5.617547624085185,5.953243334287785,0.684452629326076
9.05,4.1,244.6,244.61,-10.548093476091935,-7.025265211934459,6.565264970035361,-0.898545006879237
3.92,3.8,282.9,283.0,-12.20667036412835,-7.427052283786922,6.343880434126331,-1.27211432409814
11.11,3.5,313.94,313.84,-8.645530724084914,-3.6549796411064333,6.565264970035361,2.99968843467818
3.27,3.6,256.18,256.27,-8.455832981387632,-5.0414474143628185,6.12029741895095,2.52170512194596
2.48,3.5,203.61,203.7,-9.399619790648128,-5.126086853506846,5.683579767338681,0.961068540926249
4.49,3.8,128.41,128.46,-8.811564252018815,-5.482240204708965,6.035481432524756,-0.169655879784935
4.91,3.8,143.0,143.05,-8.183005705708904,-4.663656763800395,5.953243334287785,0.638999654668281
9.66,3.9,24.75,23.03,-7.024334152432924,-2.0061228294812548,5.429345628954441,-1.99816505583115
28.67,4.4,168.22,165.99,-8.299639152361108,-4.534079396670473,6.251903883165888,-1.07143967925278
3.8,4.4,16.68,16.21,-1.474627993722486,1.6561970631102936,6.368187186350492,2.68436290837723
3.62,4.1,91.54,91.62,-8.091449164228077,-3.903405939215033,6.102558594613569,-0.711889300416346
7.12,3.6,43.28,42.79,-6.918426393337334,-3.95027803700201,6.532334292222349,0.247939963447284
3.7,3.6,194.83,194.9,-8.276515073107273,-5.80107135379551,5.971261839790462,1.81761781268685
9.2,3.6,207.88,207.78,-8.721222955571344,-4.962332620159453,6.556778356158042,1.52196251665172
9.46,3.9,303.38,303.37,-9.649601154606591,-5.12368536541974,6.100318952020064,0.886683311748312
5.76,3.6,143.04,143.03,-9.650921922889768,-6.607977628860507,6.238324625039508,-0.310264391531565
9.69,3.7,140.24,140.01,-12.798306283576741,-8.267624792112706,6.597145701886651,-3.76586985839785
10.48,3.6,11.19,5.89,-4.397665649048712,-1.0364453086625198,5.683579767338681,0.246339264944051
9.3,3.6,185.82,185.69,-10.011160406254822,-6.417963299502923,5.4510384535657,-0.594525437615802
5.74,3.6,311.79,311.84,-10.705074651919384,-7.496009505174002,6.565264970035361,0.995868565357329
11.98,3.6,62.99,61.95,-10.376750599918621,-6.853669257888579,6.5638555265321274,-2.84405482765299
9.59,4.1,68.15,67.62,-6.1781299889242645,-2.587018421666598,6.597145701886651,0.56194545253239
2.61,4.1,117.04,117.15,-6.9012715438943095,-3.2496794731091154,6.023447592961033,0.992549135051479
5.55,3.5,251.83,251.87,-12.673718927503607,-8.749930301609306,5.966146739123692,-1.73171007018867
6.96,3.6,299.16,299.19,-10.590852363266162,-5.826050418746045,6.551080335043404,0.89282075220663
7.79,4.7,208.48,208.62,-4.816522725304929,-0.7963888314868462,6.09807428216624,2.92739038487792
7.8,3.6,268.89,268.88,-13.433559893426914,-9.201733120868784,6.1070228877422545,-2.55834241838944
7.66,4.6,92.28,92.18,-5.682384796600693,-1.5758704565622073,5.683579767338681,0.219017246054831
8.24,3.5,51.05,50.46,-8.056416310497658,-5.286020958204924,6.520621127558696,-0.475994202504705
5.0,4.2,228.46,228.6,-10.225068473218968,-6.395976689432311,6.551080335043404,-0.777818394771492
9.25,4.2,141.25,141.13,-8.966981102229099,-5.646285071612919,6.536691597591305,-0.999353705545715
17.0,4.8,171.75,171.22,-8.171606439899682,-4.441585489621639,6.565264970035361,-1.44090028667556
-0.13,3.6,63.98,63.96,-9.211268552602577,-5.558658940034859,6.061456918928017,-1.22158528112398
12.11,3.8,96.3,95.64,-7.179828630464431,-3.1558176254288437,6.052089168924417,0.453914701964863
10.56,4.9,87.94,87.53,-3.6991170802324373,-0.35769572189818305,6.319958614030018,1.6024312027004
7.35,3.6,180.84,180.79,-9.714277575479283,-6.195888312088692,6.263398262591624,0.120948595561325
6.58,3.7,249.66,249.69,-4.359037090994637,-0.7206447368293357,5.3612921657094255,5.78463480360741
15.96,3.7,229.31,228.86,-9.929518291518416,-5.670275650875325,6.0014148779611505,-0.255517765490405
6.2,4.0,94.61,94.55,-7.992590794695944,-4.738275143834564,6.2422232654551655,-0.410003105496832
1.92,3.8,275.98,276.09,-12.615773903464827,-7.970173169557036,6.597145701886651,-1.53349132307968
9.18,4.0,281.98,281.99,-10.7847113304131,-6.665654791200786,5.953243334287785,-0.764621454064569
5.73,3.6,59.67,59.49,-7.261485178111389,-3.810668944904025,6.2422232654551655,0.371165221198622
2.06,3.8,103.8,103.89,-9.65987565047074,-6.005149601768119,6.1224928095143865,-1.29106552375667
7.4,4.0,248.91,248.96,-10.813176971102813,-7.204052542516325,6.095824562432225,-1.02485983367514
3.2,4.0,96.05,96.13,-8.279851946040411,-4.976457109686938,6.501289670540389,-0.381030053726638
8.97,3.6,246.43,246.38,-9.651298868750182,-6.025555702964296,6.137727054086234,0.901406705207249
9.41,3.5,132.0,131.75,-9.844702324897828,-6.065428166604127,6.5638555265321274,-0.51799452699084
9.24,4.4,9.07,4.92,-4.043356529422128,-0.709640226168425,5.993961427306569,-1.13769782889421
3.36,3.8,260.45,260.56,-12.510068886631549,-8.395049233972317,6.028278520230698,-1.95978660284168
3.43,4.3,209.42,209.57,-9.02254142683324,-4.676829724157968,6.57507584059962,0.059240920023873
0.57,3.6,134.5,134.56,-11.034506221550693,-7.009789532787659,6.565264970035361,-1.39449578470245
3.2,3.8,110.2,110.27,-6.954272313669092,-2.514844084141637,6.565264970035361,1.68200676807649
5.26,3.5,203.98,204.02,-10.667834538070222,-6.864162215422575,6.495265555937008,-0.0736057691434127
4.13,3.5,165.16,165.2,-10.17274284569746,-6.069726804058332,6.18826412308259,-0.208509831608504
6.25,4.3,134.27,134.32,-9.63651852168189,-5.698794933145162,6.315358001522335,-1.93789399615501
2.02,3.5,320.48,320.58,-9.580156382756433,-6.095600923441288,5.429345628954441,2.10443839199083
3.7,3.6,275.34,275.42,-11.445266816496414,-7.416915623429067,5.8664680569332965,-0.381033685230182
3.41,3.7,227.15,227.25,-13.253479004626927,-8.862581568949436,6.565264970035361,-2.65182740694724
1.24,3.7,321.02,321.11,-12.692503424611491,-8.39626869531783,6.202535517187923,-1.02640865556413
5.46,4.4,281.42,281.59,-11.926075587299852,-6.91218192212608,6.226536669287466,-2.44110349684923
4.78,3.7,115.66,115.67,-8.040479624239154,-4.099736432262905,5.978885764901122,0.549572436344832
2.35,4.1,120.82,120.93,-8.752895082108289,-5.040763252326346,6.495265555937008,-0.555543432831374
4.87,3.9,242.84,242.94,-8.023724501494268,-4.142446931976349,6.331501849893691,2.15481894641694
10.44,3.5,246.12,246.0,-12.735441877489617,-8.564412375221766,6.238324625039508,-2.00473065456378
-1.85,3.9,270.11,268.88,-9.962369547359353,-6.200126366722762,6.565264970035361,1.02727470464406
9.64,4.7,315.49,315.66,-9.494841947574432,-5.109563325942156,6.16541785423142,-0.524098203217699
4.98,3.5,146.17,146.18,-12.765027207123925,-9.05506700830862,6.115892125483034,-3.17354736377262
8.0,7.1,181.93,180.51,-3.7970082869171358,1.6933515430245314,6.319958614030018,0.190382573533125
8.17,4.0,207.74,207.75,-6.288783680553724,-2.601986205944121,6.324358962381311,3.0383212410081
6.1,3.5,292.73,292.77,-12.30191046851368,-8.064002835166841,5.82600010738045,-0.970225280158497
3.14,3.9,157.66,157.76,-7.759196397487927,-4.446012348637498,6.501289670540389,1.43187998316532
0.37,4.0,293.59,293.65,-12.671284732570982,-8.069428748592435,6.363028103540465,-1.83918030846948
15.45,3.5,207.54,207.06,-8.706371582661156,-5.082037395806202,6.192362489474872,1.23268067039062
1.0,4.0,110.47,110.55,-8.467527410710879,-4.156721644951552,5.983936280687191,-0.409105375804589
23.63,3.5,105.53,102.93,-7.245965058256677,-4.142664533949326,6.401917196727186,0.947122040311839
2.97,3.6,224.39,224.48,-10.077431333104943,-5.625311879026547,5.8998973535824915,0.415708785314482
9.64,4.1,211.55,211.51,-11.714509746513976,-7.116399714828981,6.565264970035361,-2.51990302320264
4.27,3.6,90.27,90.27,-9.156055427041004,-5.163843205968912,6.021023349349527,-0.800583854704289
5.35,3.5,52.81,52.62,-7.092048450130939,-3.5607301037306343,5.680172609017068,0.30852084950474
8.06,4.2,146.24,146.2,-8.223427163809214,-4.062527864344543,5.429345628954441,-0.630186103856012
1.11,4.0,144.86,144.95,-8.873941423754784,-4.673424530253419,5.817111159963204,-0.307871529638408
1.93,3.5,59.42,59.47,-7.438783610065647,-4.439655747510518,6.436150368369428,0.702206944118336
4.98,3.5,236.27,236.32,-12.082966593408042,-8.016882011185059,6.386879319362645,-1.10497960578375
12.44,3.8,270.6,270.45,-10.924568129598148,-6.595875033228117,6.220590170099739,-0.661621807780325
7.8,3.6,17.18,15.55,-8.469573283157793,-5.126819778117391,6.51471269087253,-2.70956313599155
9.89,4.9,235.81,235.95,-7.353237580549827,-2.8985767610601845,5.953243334287785,0.129798523014293
11.95,3.7,63.22,62.18,-8.482162928641324,-4.4772505222014924,5.683579767338681,-1.56991837245965
7.5,4.6,74.07,73.87,-7.158533075561309,-2.937286947030392,5.389071729816501,-1.79346256637216
-1.21,3.6,168.07,167.28,-10.51831731595762,-6.713601088072254,6.126869184114185,-0.46149394409966
7.66,3.6,264.59,264.59,-11.16950442728585,-6.536515706061127,5.996452088619021,-0.390005924914506
4.31,3.6,57.73,57.66,-10.137734923716238,-6.5055804445592855,6.565264970035361,-2.33121994622256
7.05,3.6,273.99,274.0,-8.537917871672626,-5.149594665867378,6.12029741895095,2.44539333328593
10.7,3.7,156.83,156.59,-8.394842912622611,-4.742547318284683,6.12029741895095,0.619536780751064
5.94,4.0,173.85,173.92,-8.457768583446141,-4.347732034918384,6.0867747269123065,0.409951945499731
1.89,4.4,67.83,67.9,-6.208113037073982,-2.3518088251404907,6.093569770045136,0.0654067649447585
7.81,3.6,234.0,233.98,-10.58488779927917,-7.186568952192386,6.419994928147142,0.008986963422588
