EarthquakeDepth,M,Rrup,Rjb,lnPGA,lnPGV,lnVs30,Residual
28.15,3.5,151.31,148.73,-10.337311765610481,-6.492071625168542,6.148468295917647,-1.475662535498
5.64,3.5,292.0,292.05,-8.09806906060446,-4.295065318937295,6.559615237493242,3.59527810443506
2.71,3.9,317.55,317.68,-8.171832042776009,-4.59032512124056,6.082218910376446,2.88724717636823
17.0,4.8,161.19,160.61,-9.055007847944848,-4.226377786233301,6.274762021241939,-2.61723697395784
-1.32,4.4,322.72,322.02,-10.868654554786747,-6.4560635437278195,6.517671272912275,-0.402534600612817
13.05,5.2,100.62,100.02,-3.411804478538921,0.05101891674944874,6.319958614030018,1.5459478414805
11.38,3.6,73.16,72.38,-8.433167350039474,-5.182765119473533,6.525029657843462,-0.622265572044412
6.02,5.0,203.13,203.33,-8.95490040986926,-4.48012275561088,5.905361848054571,-1.92156775765609
9.91,4.1,72.24,71.72,-6.903726505399926,-2.852007861705723,6.035481432524756,-0.341198105264666
14.04,3.9,292.96,292.77,-11.840041606667416,-7.077358063368317,6.07073772800249,-1.68900916101017
11.86,4.3,263.31,263.25,-7.073220591866392,-2.580838000078771,6.799055862058796,2.32927183000629
11.97,4.7,303.5,303.59,-10.415119401214099,-5.799604955664381,6.396929655216146,-1.59931402183089
6.64,4.2,178.76,178.84,-8.401595965123768,-4.228836370183536,5.683579767338681,-0.121757070976022
-0.17,3.6,143.84,143.81,-9.714505360437759,-5.7248175895532905,5.82600010738045,-0.228613027557588
4.7,3.5,310.86,310.93,-11.537709948530608,-7.758858239589706,6.565264970035361,0.425349786432401
11.51,3.6,320.43,320.33,-9.09673083325505,-5.55312020081966,6.532334292222349,2.36834091361884
4.4,3.6,129.11,129.14,-5.844144664143618,-2.2610395842733246,6.0014148779611505,3.22945397516658
10.44,3.5,87.99,87.46,-8.708498259384164,-4.987084757817073,6.684611727667927,-0.21410341983958
6.57,3.8,173.85,173.86,-10.654142963408788,-6.393122571365204,6.597145701886651,-1.15042350442412
0.45,3.8,207.78,207.85,-11.202816271045522,-7.254897645509712,6.502790045915623,-0.935906968300719
8.25,3.9,100.68,100.47,-7.161030411044186,-3.408005705792267,5.988961416889864,0.528025192109649
4.21,3.6,258.56,258.64,-7.501884670513983,-3.396490506399875,6.1675164908883415,3.47503734189275
5.46,4.4,270.07,270.24,-8.951531574543436,-4.505424131964665,6.008813185442595,0.297083618926116
-0.13,3.6,197.31,197.3,-11.716988034115401,-7.2478986258903255,5.429345628954441,-1.63294203143145
15.5,5.4,41.25,38.53,-3.3913199643582046,0.5017574720783328,6.319958614030018,-0.273768669100118
5.01,4.0,282.48,282.6,-7.964883801748983,-4.710732666483887,5.863631175598097,2.24829039475917
6.63,3.8,217.84,217.87,-12.224294071983552,-7.938702685551001,6.565264970035361,-2.13538488570749
13.14,4.3,61.77,60.53,-6.086007649191662,-2.905333096644405,6.054439346269371,-0.396324447345454
19.59,3.5,127.99,126.57,-9.116184039415813,-5.31010217542756,5.955837369464831,-0.703132880391328
3.36,3.8,47.76,47.74,-8.532966691557606,-4.939363880459198,6.1675164908883415,-1.60442804397926
7.74,3.9,235.03,235.05,-11.223487185553063,-7.355150213780072,5.966146739123692,-1.47227760678631
5.78,3.8,96.76,96.7,-8.838263981548295,-5.3186565933880035,6.556778356158042,-0.609968916701646
2.76,3.8,37.65,37.64,-8.620150486013365,-3.528106033130165,6.102558594613569,-2.06394612889926
12.83,4.1,284.84,284.72,-11.586203321765062,-6.661827979703386,6.333279628139691,-1.77024299882149
4.98,3.5,261.21,261.27,-10.718521864042053,-7.127325534628347,6.436150368369428,0.589756892752035
36.99,3.9,84.5,76.36,-8.080126772937895,-4.709479043720906,6.104793232414985,-1.32190170171753
7.82,4.2,104.29,104.17,-6.920784157403812,-2.400599921064248,5.8289456176102075,0.141674685893815
6.37,5.1,95.09,95.04,-4.956838853694337,-0.7890926901435,5.683579767338681,0.0900943063832305
4.56,3.6,207.85,207.92,-10.381362979242988,-6.2485458231659035,6.259581464064923,-0.0230539777926797
8.32,4.2,34.94,34.08,-4.962514410988293,-1.492291123584241,6.319958614030018,0.415154317170781
7.7,3.8,267.65,267.67,-8.53787780054407,-4.829315976876637,6.126869184114185,1.90654610694228
0.84,4.2,60.49,60.56,-5.566102986040043,-2.315236789251476,6.546785410760524,1.20966850515357
9.98,3.5,66.51,65.84,-8.829117206358749,-5.864566697862621,6.52649485957079,-0.894117543877035
32.36,4.0,113.4,108.85,-7.150028580275253,-3.747771525163602,6.597145701886651,0.205840422119657
5.49,3.6,164.09,164.1,-11.030351487146946,-7.05855021561904,6.091309882077698,-1.41785302089155
-0.41,3.8,146.76,146.58,-9.915974308597777,-5.686909458011162,6.07073772800249,-0.686115502601547
10.52,4.4,125.86,125.63,-7.730360741413138,-3.8727791675422436,5.69035945432406,-0.917681916795604
8.38,4.3,140.16,140.11,-7.10261207462718,-3.8759113511627485,6.319958614030018,0.577997189946912
14.19,4.1,130.31,129.7,-7.64557469005055,-4.330158165730934,6.054439346269371,-0.141975561493121
7.72,3.6,26.9,25.9,-6.620630937033102,-3.277877065081874,6.102558594613569,-0.410598586955259
1.65,4.5,113.12,113.24,-7.602549955919261,-3.665421320252153,5.8971538676367405,-0.647825032063048
13.41,4.1,188.39,188.08,-10.590798795356006,-6.669529715157954,6.251903883165888,-2.06492894274967
25.08,3.9,202.87,201.47,-10.756624393305593,-7.107449355935874,5.958424693029782,-2.10190174715511
2.41,3.6,305.96,306.06,-6.66630111483275,-3.231629888258695,5.683579767338681,4.73743721971394
5.94,4.0,177.77,177.83,-8.716449759450287,-4.583674385076572,5.783825182329737,0.0655052419981796
11.98,3.6,176.2,175.89,-8.336408189518355,-4.750613906638375,5.932245187448011,1.02210702523083
6.34,3.5,205.63,205.63,-5.158489478521253,-1.734412986407519,5.802118375377063,5.07270372649077
10.44,4.1,87.33,86.84,-7.643915581997495,-3.62701400244537,5.429345628954441,-1.04469685741138
4.53,3.6,30.15,29.88,-12.388200101162978,-8.038839861890773,6.495265555937008,-5.65054657295963
8.96,3.9,67.31,66.83,-8.684691556575551,-5.195169292535279,6.208590026096629,-1.68349383792093
7.11,3.8,314.74,314.8,-8.545429973411766,-4.557497217077519,5.739792912179234,2.2945960534565
13.94,3.5,132.8,132.16,-9.22890576735951,-5.3664877121164825,6.161207321695077,-0.32711684376646
10.44,4.1,104.69,104.33,-7.480663597453053,-3.4814583431513233,6.082218910376446,-0.220441801036093
8.8,3.5,130.11,129.9,-9.699313004559123,-6.717196160918134,6.495265555937008,-0.403232981076469
4.34,3.7,46.51,46.4,-7.085418876929662,-3.37037734598377,6.1224928095143865,-0.0592191406850056
9.89,3.6,270.37,270.29,-13.37454704050324,-8.472337805964253,6.340359303727752,-2.48698131345616
9.91,4.1,86.65,86.24,-5.989383434126612,-2.456025125391015,5.91350300563827,0.850721004794079
1.61,3.6,211.59,211.68,-10.202161899275657,-6.714791221698772,6.453624998892692,0.459191336400108
5.46,4.4,225.56,225.72,-7.952640126203861,-3.905456661131133,5.863631175598097,0.678402514294837
12.0,4.2,296.92,296.88,-9.41130347574103,-5.561699410777679,6.455198563340122,0.431977863387447
10.23,3.8,218.92,218.81,-11.951024509552292,-7.905591534692577,6.113682179832232,-2.25827796595981
0.96,3.7,173.65,173.73,-13.174094451814097,-8.641742699349395,6.577861357721047,-3.15838189563143
0.57,3.6,116.7,116.75,-9.837751049265787,-5.887841415828724,5.66988092298052,-0.927079258422038
8.2,4.0,41.52,40.83,-8.271230390917733,-3.9526918345954796,6.364750756851911,-2.16988026093803
11.15,4.0,78.04,77.36,-6.764014826601418,-3.2815881478544746,6.483107351457199,0.29540861665438
6.34,3.6,80.72,80.57,-7.257524238505941,-3.864384790211498,6.0867747269123065,0.8041218537541
12.31,4.4,19.27,15.66,-3.6644470900194133,-0.15893800748242906,6.490723534502507,0.281604585410512
17.85,3.9,163.74,162.91,-8.497390564120058,-5.004156327998547,6.035481432524756,-0.242320909211767
14.0,4.3,61.48,60.09,-6.455359957563469,-3.2455025917295974,6.234410725718371,-0.737004590859401
11.15,3.5,104.46,103.95,-8.226164886350816,-4.077427092994605,6.035481432524756,0.260847563590842
7.42,4.4,175.83,175.89,-9.467196238562067,-5.470069164571933,6.091309882077698,-1.51156798227914
2.27,3.5,73.46,73.51,-9.23662279890192,-5.953913457770379,5.950642552587727,-0.971745116553667
2.59,4.0,261.29,261.42,-9.716248108398222,-4.919477628603424,5.683579767338681,0.293721117370058
7.66,3.6,35.14,34.39,-5.80642502067555,-2.803308945229372,6.597145701886651,1.03740435994411
6.41,4.2,148.02,148.06,-8.001380026139207,-4.327538449389812,6.569481420414296,0.246109236725497
11.92,3.6,128.99,128.54,-10.518283695489831,-7.228492557912481,6.573680166960646,-1.59141256966766
7.97,5.7,289.81,290.11,-7.846870340399811,-3.4015354888139373,6.0330862217988015,-0.872635074629943
5.49,3.6,301.52,301.58,-12.40198259578911,-8.156130786476279,6.418364935936212,-0.872854079195465
6.58,4.6,96.71,96.69,-6.752891339299463,-2.337339791254422,6.0063531596017325,-0.550202928890669
8.54,4.0,37.3,36.41,-5.2322899730811505,-1.9046074796777295,6.565264970035361,0.777843802952298
4.53,3.8,89.67,89.67,-9.100280416005974,-5.220850249786079,5.91350300563827,-1.25315855965029
6.98,4.4,58.79,58.52,-5.823807625725851,-1.6725485468206753,6.100318952020064,-0.0733306580911508
2.61,3.8,188.9,189.0,-10.65698232578862,-7.176363826469565,6.054439346269371,-0.976610630038691
9.91,4.1,102.29,101.98,-6.17247533133976,-3.0108435560368636,6.436150368369428,1.23628136433358
3.75,3.7,117.86,117.91,-9.354356249517329,-5.329831315644177,6.1224928095143865,-0.600400087214069
11.32,3.8,159.39,159.12,-11.010620620153812,-6.569151957593132,6.037870919922137,-2.24545477418202
9.5,3.5,232.91,232.82,-11.195197233326441,-7.649712586910778,6.569481420414296,-0.422388472613994
7.81,3.5,259.44,259.42,-8.401683404299199,-3.764822968306235,5.863631175598097,2.46048388609947
4.05,3.6,108.58,108.61,-9.525027486958084,-5.581049735683904,6.565264970035361,-0.535167622617795
5.99,4.2,202.22,202.33,-9.439934496072446,-5.627591813519891,6.565264970035361,-0.384484676460707
1.3,4.1,154.73,154.83,-9.814435422633291,-5.770750889595998,5.717027701406222,-1.36635032902729
5.76,4.3,241.9,242.04,-9.089198716137593,-4.880257282530797,6.021023349349527,0.0212042650363369
1.47,3.9,145.57,145.66,-9.929888182457983,-5.653250770705038,6.1903154058531475,-0.981558259111342
8.62,3.6,168.36,168.25,-9.978005645701053,-6.207778076217165,6.102558594613569,-0.468968140048416
4.87,4.9,114.66,114.74,-6.749471836509281,-2.679435558030925,6.556778356158042,-0.495213682853941
16.89,3.5,313.3,312.95,-12.140284904992171,-7.929406526514119,6.548219102762372,-0.828179500679694
9.45,3.6,202.43,202.32,-10.878004874429683,-7.088947413813258,6.5638555265321274,-0.718255427843468
7.99,4.0,299.51,299.55,-10.203235350645137,-5.4896127721489725,6.20050917404269,0.201392480992585
2.63,3.5,197.05,197.14,-10.413700130919512,-6.281301900510018,6.1463292576688975,0.0673511807553737
5.45,4.3,206.06,206.19,-8.911965719453876,-4.491520302270821,5.71042701737487,-0.392276380328543
-0.13,3.6,88.78,88.77,-9.21229481064778,-5.3100575131662735,6.12029741895095,-0.600085256889306
17.11,4.4,191.16,190.63,-10.494728608984548,-5.41971237252247,6.591673732008658,-2.62036542305567
6.82,4.1,298.29,298.4,-10.93368841072135,-6.756652496421205,6.484635235635252,-0.56055477095102
7.74,4.0,266.66,266.71,-10.32565973989695,-5.6397438753337195,6.102558594613569,-0.337514818891744
10.92,3.9,91.69,91.17,-8.329007984469209,-4.18065162003,5.683579767338681,-1.1135877199654
12.29,3.9,24.67,21.78,-5.365203836628338,-3.0952606735529016,6.12029741895095,-0.169316760734855
2.81,4.6,296.11,296.31,-8.726802495250942,-4.370018620324009,6.298949246855942,0.677606173425561
7.25,4.0,239.31,239.37,-10.435192609145354,-6.205491877718432,6.240275845170769,-0.68985932390588
3.71,4.0,131.82,131.91,-7.982996901617057,-4.114650887152638,5.811140992976701,0.22351864434625
-0.04,3.5,159.72,159.73,-10.33159218152056,-6.315019381760478,5.863631175598097,-0.372315547587322
3.1,3.8,294.33,294.44,-7.355089883173806,-4.084574623876306,6.507277712385012,3.83400814864608
11.98,3.6,133.13,132.69,-8.878676319023016,-5.650724402405557,6.263398262591624,-0.0309470628605713
10.99,3.6,129.34,128.97,-8.903743860668468,-5.612221915902721,6.184148890937483,-0.102802239784515
6.07,3.9,276.14,276.22,-8.12190667654445,-3.8004074831758974,6.541029999189903,2.49223031027451
12.44,3.8,265.32,265.16,-10.975847353169472,-6.950219360573034,6.638567789166521,-0.579524475820628
2.34,3.9,226.52,226.63,-9.97463362621429,-5.839513404490119,6.148468295917647,0.0510987358167618
4.3,4.4,80.44,80.47,-8.49769163885027,-4.1944504410304155,5.82600010738045,-2.17470651202747
-1.21,3.5,126.09,125.28,-9.885371798190842,-5.87424896130971,6.436150368369428,-0.135362460294921
2.27,3.5,253.96,254.05,-8.956290344416852,-5.487714343194881,6.464588303689961,2.42642148737705
4.35,3.8,216.42,216.51,-10.354365897556207,-6.841749771894818,6.565264970035361,-0.158594362753691
0.84,4.2,232.29,232.39,-8.477348682479391,-4.505113470645848,6.135564891081739,1.05213935832136
3.29,3.6,153.45,153.53,-8.778557955550644,-5.470292631287847,6.023447592961033,0.761221816965641
9.46,3.9,149.44,149.27,-9.488159391310779,-5.1439133873751945,6.57507584059962,-0.737254770896955
7.07,4.0,247.35,247.41,-6.956248707182042,-3.19736524518872,6.091309882077698,2.82887253748532
7.45,3.5,28.41,27.5,-4.516458638441185,-1.4359969213960895,6.3835066348840055,2.13557182376865
4.7,4.4,261.39,261.57,-11.307516485653448,-6.9407728594065885,6.104793232414985,-2.07602010706664
6.88,3.6,319.43,319.47,-11.557129975837556,-7.809721547612592,6.263398262591624,0.0250199468931687
2.2,4.3,66.03,66.1,-7.306643914569151,-3.566109902928245,6.556778356158042,-0.664986135023544
3.92,4.3,259.04,259.21,-9.458081144805638,-4.903985011545451,5.645446897643238,-0.21253460245453
5.86,3.6,239.74,239.78,-11.02153296717444,-7.140898119472954,6.535241271013659,-0.194108935966437
2.41,3.6,184.18,184.27,-10.820458315579074,-6.147697065792069,6.2422232654551655,-0.676173866325787
0.87,4.3,302.99,303.09,-9.191227394198279,-4.871801495356652,6.522092798170152,1.14967146794248
7.61,3.5,32.84,32.03,-7.841213838288182,-3.586155370791644,5.683579767338681,-1.31004202867619
16.91,3.6,91.49,90.02,-8.77044008570739,-4.885533439785066,5.942799375126701,-1.12095669076576
1.43,3.8,307.55,307.65,-11.112440671399218,-7.175270764235389,6.565264970035361,0.346798507201514
10.79,3.5,300.87,300.78,-11.196256015645208,-7.192937811222244,6.1779441140506,0.136363678307307
2.43,3.5,50.99,51.01,-7.099445900717027,-4.294042497635426,6.398594934535208,0.741273929236769
2.55,4.6,175.65,175.81,-10.367675581216325,-6.197423355581594,6.5638555265321274,-2.35555104627779
8.19,4.0,183.45,183.43,-9.3419036226633,-5.188123160019544,6.028278520230698,-0.487971265871378
12.77,3.6,308.02,307.86,-10.183283786770199,-5.990567149889342,5.683579767338681,0.674023088421585
2.46,4.0,230.39,230.52,-10.969498003791333,-6.799266232285061,5.717027701406222,-1.31911978307617
-0.87,4.3,180.12,179.69,-8.705272431904605,-4.478615864113555,5.82600010738045,-0.141483479633971
1.24,3.7,219.44,219.53,-9.28902845839685,-5.265174431882823,5.953243334287785,1.04492800880852
2.3,3.9,157.02,157.12,-8.955698153602603,-5.163786473590431,6.0112671744041615,0.0415375441347319
12.65,3.7,34.96,32.74,-5.066951138291839,-2.0467854052118226,6.20455776256869,1.0951456672174
16.6,3.8,204.07,203.52,-7.692768218181646,-3.547871401500211,6.240275845170769,1.51291325630313
3.03,3.9,91.7,91.77,-9.586024129792923,-5.271606577212915,6.551080335043404,-1.52927193499525
12.29,3.9,286.28,286.16,-10.723845026032462,-6.975171601019374,6.2324480165505225,-0.4779828843229
5.91,3.9,197.08,197.13,-10.964904350507162,-6.72305563541267,5.683579767338681,-1.7429088729241
2.02,3.7,75.58,75.65,-7.976385981008216,-4.84050775809629,6.263398262591624,0.0697805998054921
8.62,3.6,174.98,174.87,-13.741156987400883,-9.009329307173521,6.535241271013659,-3.9320906776429
2.53,3.6,125.62,125.69,-7.501538543603335,-3.962938002957924,5.69035945432406,1.46880030543862
6.95,5.4,275.93,276.21,-8.346087632761149,-3.178356772230204,5.918893854273146,-1.06208072589944
8.11,3.6,143.74,143.62,-7.1879592754059765,-3.7075659645003864,5.6131281063880705,1.74094664099246
6.01,3.9,315.03,315.12,-9.230059624748115,-4.040038950421737,6.028278520230698,1.59389750131685
-0.81,3.7,108.89,108.39,-8.29718924350293,-4.214480972393255,6.089044875446846,0.526640327971911
3.71,4.0,230.45,230.57,-11.375252485568419,-6.798905179012056,6.186208623900494,-1.57237906331483
8.8,3.5,153.25,153.09,-10.10387392397774,-6.043017875301392,5.817111159963204,-0.751785985775562
2.89,3.9,263.31,263.44,-10.169107017424322,-5.89005153660655,6.517671272912275,0.456095288694847
8.62,3.6,111.18,110.95,-9.595019307215962,-5.802847415762436,5.953243334287785,-1.09526851399173
5.3,4.4,207.94,208.1,-10.109960385669366,-6.264007660736961,6.453624998892692,-1.42316355918761
0.08,3.8,328.67,328.71,-12.493478542788502,-8.59640881621713,6.202535517187923,-0.89397499587669
9.96,4.7,240.31,240.41,-10.00659675984697,-4.594400290080031,6.5638555265321274,-1.75349118805997
11.52,3.9,329.17,329.12,-13.98906939180253,-8.875998259602458,6.257667587882639,-3.20272971809789
-1.21,3.5,211.59,210.8,-11.395854060240858,-7.477305053479297,6.507277712385012,-0.33877468886892
2.29,3.9,71.98,72.04,-6.6805704645829,-3.33723180587643,5.886104031450156,0.654931846441753
5.16,3.6,283.63,283.7,-11.332502793251257,-7.112648215572384,5.4680601411351315,-0.438412627331207
8.09,3.5,23.19,21.88,-7.523769322104261,-3.976612941220761,5.918893854273146,-1.419603369441
4.8,4.3,236.09,236.25,-11.89559287665941,-7.431600727347567,6.249975242259483,-2.6975419716264
9.62,4.6,270.65,270.77,-8.927983528420409,-4.131643582211031,6.07073772800249,-0.302924940769483
16.33,3.6,102.55,101.34,-9.06122491908261,-5.3485727366075535,6.625392368007956,-0.834549737286302
8.77,3.9,174.94,174.86,-7.450477603412365,-3.6320108467082606,5.662960480135946,1.29368234858985
6.4,3.9,170.79,170.81,-7.1221868896943255,-3.302257433807252,6.429719478039138,2.05218059877371
4.87,3.9,133.22,133.27,-9.235219650487553,-4.607142690095856,6.0014148779611505,-0.764235806954796
13.36,3.5,228.31,228.02,-12.303086073037683,-8.173684589605665,6.028278520230698,-2.05540742891725
-1.84,3.6,236.86,235.63,-11.205442088752555,-7.209379952670788,5.726847747587197,-0.370548965367153
4.59,4.1,116.07,116.14,-8.865407810756812,-4.790600782842254,6.601230118728877,-0.826633964377553
6.11,4.0,293.1,293.2,-8.032997620867208,-4.460194900212244,5.429345628954441,2.03896963409668
11.98,3.6,181.29,181.0,-13.072554399069013,-8.948199363197618,6.565264970035361,-3.34371071561701
5.79,4.3,108.92,108.95,-8.980164326716048,-4.98336757068331,6.573680166960646,-1.58332562424312
2.02,3.8,124.36,124.45,-8.86952159526135,-5.252871454829005,6.556778356158042,0.083282927052478
8.39,3.6,134.04,133.88,-12.313716766631265,-7.614226146970061,6.565264970035361,-3.11147330957974
6.48,3.8,277.94,278.0,-9.240207981293725,-4.779142621894484,6.495265555937008,1.56649927623362
6.18,3.6,41.6,41.22,-7.766321307388585,-4.0358021066099905,6.218600119691729,-0.757919372498349
11.6,3.7,40.88,39.28,-4.369657844513808,-1.1462577917121246,6.198478716492308,2.08857530370429
7.82,4.2,102.68,102.56,-7.205755615432852,-3.1151720157911815,5.655991810819852,-0.255692479233018
1.98,3.7,122.71,122.79,-13.270400383875948,-8.935190652429371,6.429719478039138,-4.18855711353723
17.22,3.9,78.71,76.94,-7.7753768778203565,-3.7255456376580702,5.429345628954441,-1.31224392498913
6.41,3.9,272.13,272.2,-11.311895670355533,-7.6152011604678815,6.184148890937483,-0.931653162728882
5.85,4.0,99.59,99.56,-8.30467027996209,-5.20254941880817,6.436150368369428,-0.510704060949042
3.03,3.8,113.44,113.52,-10.182770384242065,-5.883893332845994,6.173786103901937,-1.66092517362347
4.34,3.7,73.89,73.87,-6.229223484745612,-2.354758679988624,6.171700597410915,1.60537710080633
8.59,3.9,208.16,208.13,-9.073982215914672,-5.238904132282961,6.565264970035361,0.564239059091435
26.35,3.9,123.56,120.89,-7.2871009587394875,-4.696553637491071,6.324358962381311,0.338252876585705
10.06,3.6,106.71,106.34,-9.06192036685791,-5.412606512950164,6.495265555937008,-0.471056925991128
6.43,3.9,27.25,26.59,-4.830392534003725,-1.0409108339682092,6.319958614030018,0.925250918214616
10.71,3.8,97.99,97.52,-9.137918134160248,-5.276256037139148,6.565264970035361,-1.15187194602663
9.82,5.0,199.7,199.82,-7.696199537432237,-2.7470817993388446,6.091309882077698,-0.830914124057306
5.76,3.6,146.41,146.4,-4.865722721627829,-1.6894849242835663,5.958424693029782,4.39727290231358
9.0,3.5,246.77,246.71,-11.565340187923807,-6.997321626221185,6.5638555265321274,-0.594400758629943
18.06,3.5,159.73,158.78,-8.708051986948472,-4.852472665764884,5.802118375377063,0.227020085003335
8.85,3.6,136.49,136.3,-9.370509124129004,-5.234404040804384,5.91350300563827,-0.459162583650141
5.7,3.5,265.75,265.79,-9.605443808100969,-5.853690562019865,6.565264970035361,1.77851134243276
12.6,4.4,218.87,218.74,-7.846116277303796,-3.5189157081622215,5.82600010738045,0.288175660645816
4.35,4.3,232.36,232.53,-8.65766069764304,-4.351731171794589,6.028278520230698,0.413868244137429
1.04,4.9,189.96,190.11,-7.797615275530447,-3.3773157319596563,6.052089168924417,-0.38628487074996
5.46,4.4,33.55,33.19,-4.544114880458615,-0.6402582279124305,5.501258210544727,0.124224539234404
6.98,4.4,85.16,85.06,-6.671545859106888,-2.5797673090418285,6.601230118728877,-0.0262426863781728
17.85,3.9,240.99,240.47,-12.015452285921524,-7.966185778017415,6.556778356158042,-2.46797488476172
6.84,3.6,226.82,226.83,-11.386318188808138,-7.379378779511227,5.726847747587197,-1.1561615953494
7.43,3.6,317.83,317.86,-8.689764536389402,-4.534725422340178,6.470799503782602,2.94170897376585
2.71,3.5,201.77,201.86,-12.140531995441595,-7.865029086057677,6.1903154058531475,-1.57913384141948
4.62,3.5,275.26,275.32,-8.914630831038197,-5.3696211847881266,6.082218910376446,2.41486524678047
5.76,3.8,257.41,257.47,-11.327817543697766,-7.955342160641316,6.163314804034641,-0.882883882713672
2.09,3.8,39.88,39.9,-7.8196404296961095,-4.112117855609909,6.249975242259483,-1.06836761582477
9.62,4.0,282.68,282.68,-10.701944894466143,-6.683664256660374,5.676753802268282,-0.827794043663131
4.98,3.5,264.82,264.87,-10.652271467630385,-6.5342578006791845,5.69035945432406,0.348938000174002
7.35,3.6,293.04,293.05,-9.81116067289522,-5.994350908644579,6.532334292222349,1.57191209076951
17.54,3.6,159.88,159.01,-9.982846697225417,-6.481580242881279,6.565264970035361,-0.873713100469583
5.25,3.8,299.5,299.58,-11.563952773682473,-7.710584945919002,6.12029741895095,-0.615620527993887
10.21,3.6,128.43,128.11,-7.439355355113355,-3.506097170137718,5.8998973535824915,1.25540972357028
8.4,3.7,191.0,190.94,-11.642185751766956,-8.25384909944423,6.238324625039508,-1.94926404599658
17.85,3.9,101.99,100.58,-7.418580902748128,-4.045554398052668,6.455198563340122,-0.0127032452901465
11.95,3.7,95.73,95.1,-7.9362918986002216,-3.7579972762640397,6.093569770045136,-0.0705429011052949
2.71,3.5,168.52,168.6,-11.971990942507617,-7.9859705582106075,6.495265555937008,-1.73558451893614
12.02,3.7,93.47,92.81,-8.859296884967533,-5.623718308751355,6.495265555937008,-0.855362523627145
1.56,4.0,183.59,183.69,-11.138613757132873,-7.030053701169767,6.035481432524756,-1.91468559573618
11.6,3.7,142.24,141.87,-12.42380123425294,-8.603931078534904,6.565264970035361,-3.47899808023825
2.03,3.9,232.61,232.72,-10.930531816272902,-6.7006671285946355,6.593044534142437,-0.601236852382852
8.33,3.8,183.09,183.03,-9.546718413033936,-5.645081386350629,5.91350300563827,-0.328704721833814
0.34,3.8,179.19,179.24,-10.950155228970212,-7.237632524443465,6.5638555265321274,-1.04252519690803
2.93,4.1,135.26,135.38,-9.078965853733777,-5.03548954799988,6.565264970035361,-0.633142184266564
32.83,4.5,138.29,134.55,-10.595795805094596,-6.155986233726791,6.466144724237619,-3.94685749100407
12.0,4.2,258.41,258.34,-9.26569341177913,-5.325454448921695,6.5638555265321274,0.174793944294811
7.74,4.0,275.17,275.22,-11.269053440577544,-7.259249537305713,6.495265555937008,-0.995143078483737
1.68,3.7,319.61,319.71,-12.121629958134031,-8.023207964486453,6.573680166960646,-0.321046994648333
4.68,4.0,327.91,328.04,-11.455882118861428,-6.830010933597787,6.532334292222349,-0.393610129390513
5.46,3.6,207.98,208.02,-10.099368649791483,-6.3724109309141985,6.246106765481563,0.204838754441496
3.43,4.3,233.03,233.19,-10.14278568934986,-5.500484127224541,6.386879319362645,-0.843666689036082
4.97,3.8,249.73,249.81,-8.646500148119676,-5.5235049053822065,6.565264970035361,1.93699135716359
2.5,3.9,77.98,78.05,-10.303965119133254,-5.73837391942582,6.385194398997726,-2.60078101580412
12.31,4.4,33.62,31.53,-4.205127754048321,-0.3575407043154026,5.659482215759621,0.164487993297541
8.37,3.6,117.86,117.67,-8.925938348006726,-5.432507947818235,5.968707559985366,-0.282920407767369
11.3,4.0,178.14,177.94,-8.31224611634965,-3.911576804990369,5.817111159963204,0.195883319121084
20.76,3.6,274.44,273.76,-13.308408357543474,-9.165964220959482,6.495265555937008,-2.855790938217
0.01,4.0,168.11,168.14,-9.366994182021559,-4.862646416382806,6.148468295917647,-0.228152269832668
3.99,4.2,84.07,84.13,-6.87013642504363,-3.5063471528614882,6.263398262591624,0.187334251241778
9.27,3.9,94.74,94.43,-7.982731151663577,-4.344026897377577,6.436150368369428,-0.259834735795105
6.02,3.7,167.56,167.57,-7.485322649205101,-3.8457103090706046,6.238324625039508,2.00329173645045
2.31,3.6,300.78,300.88,-12.200503641260578,-8.00128809006695,6.393590753950631,-0.516570653812639
3.71,4.0,247.35,247.48,-8.737657958877831,-4.846359295898184,6.559615237493242,1.45234888354839
0.87,4.3,301.19,301.3,-7.178134748556955,-2.9851307488329866,5.69035945432406,2.75135132800554
3.17,4.2,272.72,272.89,-9.871834827576842,-5.619749664194894,6.16541785423142,0.0385966022141684
1.27,3.7,235.26,235.35,-9.56488628391281,-5.103383217285462,5.429345628954441,0.723608492290706
6.85,4.3,329.5,329.65,-8.48305638908083,-3.9795283766495193,6.319958614030018,1.73143962407311
5.94,3.7,163.56,163.56,-10.617870790462428,-6.925064543691901,5.955837369464831,-1.31711334939716
14.62,3.9,168.46,167.96,-10.782701020650384,-6.44938398123489,6.532334292222349,-2.04644697257331
-0.12,3.5,226.45,226.43,-12.998075146486027,-8.825759700108541,6.4457198193855785,-1.83660283916179
13.94,3.5,52.03,50.23,-8.300209935820536,-4.752440521429881,5.683579767338681,-1.39472234702592
4.85,3.9,215.7,215.8,-10.631281044795285,-6.481679438809873,5.953243334287785,-0.975461073271571
9.65,3.5,307.23,307.18,-11.08051778951441,-7.053430487304012,6.304448802421981,0.446641772821048
9.97,3.6,128.27,127.98,-8.3432398842928,-4.851070724424917,6.0867747269123065,0.449785289193638
2.82,4.6,242.76,242.95,-9.796815293589832,-4.992244368664775,6.532334292222349,-0.919907073110451
